,price,bd_num,ba_num,sqft,address,zestimate,Building,Calendar,Heating,Snowflake,Parking,Lot,PriceSquareFeet,url,zipcode
192,"$310,000",3,2,"1,180","4139 Winterburn Ave,Pittsburgh, PA 15207","$298,800",Single family residence,Built in 1920,"Natural gas, hot water",Window a/c,2 Parking spaces,"2,879 sqft",$263 price/sqft,https://www.zillow.com/homedetails/4139-Winterburn-Ave-Pittsburgh-PA-15207/11540227_zpid/,15207
193,"$300,000",--,--,--,"4942 2nd Ave,Pittsburgh, PA 15207",None ,Duplex,Built in 1896,No data,No data,3 Parking spaces,,,https://www.zillow.com/homedetails/4942-2nd-Ave-Pittsburgh-PA-15207/11550368_zpid/,15207
194,"$279,900",3,2,"1,594","5706 Keefe St,Pittsburgh, PA 15207","$279,900",Single family residence,Built in 1961,"Natural gas, forced air",Central air,2 Attached garage spaces,0.26 Acres,$176 price/sqft,https://www.zillow.com/homedetails/5706-Keefe-St-Pittsburgh-PA-15207/11352250_zpid/,15207
195,"$230,000",--,--,--,"1417 Muldowney Ave,Pittsburgh, PA 15207",None ,Duplex,Built in 1906,No data,No data,4 Parking spaces,,,https://www.zillow.com/homedetails/1417-Muldowney-Ave-Pittsburgh-PA-15207/11351920_zpid/,15207
196,"$290,000",5,2,"1,725","667 Frayne St,Pittsburgh, PA 15207","$290,000",Single family residence,Built in 1928,"Natural gas, forced air",Central air,3 Parking spaces,"3,150 sqft",$168 price/sqft,https://www.zillow.com/homedetails/667-Frayne-St-Pittsburgh-PA-15207/11545332_zpid/,15207
197,"$134,900",3,2,"1,067","5135 Interboro Ave,Pittsburgh, PA 15207","$135,800",Single family residence,Built in 1950,"Natural gas, forced air",Central air,1 Garage space,"7,200 sqft",$126 price/sqft,https://www.zillow.com/homedetails/5135-Interboro-Ave-Pittsburgh-PA-15207/11351757_zpid/,15207
198,"$179,900",3,1,--,"3917 Nantasket St,Pittsburgh, PA 15207","$174,700",Townhouse,Built in 1909,"Natural gas, forced air",Central air,No data,"1,350 sqft",,https://www.zillow.com/homedetails/3917-Nantasket-St-Pittsburgh-PA-15207/11539793_zpid/,15207
199,"$90,000",--,--,--,"1231 Rodgers St,Pittsburgh, PA 15207","$85,800",Duplex,Built in 1921,No data,No data,Off street,,,https://www.zillow.com/homedetails/1231-Rodgers-St-Pittsburgh-PA-15207/11351941_zpid/,15207
200,"$130,000",3,2,"1,604","667 Baldwin Rd,Pittsburgh, PA 15207","$129,200",Single family residence,Built in 1900,"Natural gas, forced air","Central air, electric",5 Parking spaces,"5,227 sqft",$81 price/sqft,https://www.zillow.com/homedetails/667-Baldwin-Rd-Pittsburgh-PA-15207/11299950_zpid/,15207
201,"$199,900",3,1,"1,328","4223 Shields St,Pittsburgh, PA 15207","$216,800",Single family residence,Built in 1900,"Natural gas, forced air",Central air,No data,"1,833 sqft",$151 price/sqft,https://www.zillow.com/homedetails/4223-Shields-St-Pittsburgh-PA-15207/11544696_zpid/,15207
202,"$234,900",1,2,912,"517 Bigelow St,Pittsburgh, PA 15207","$232,500",Single family residence,Built in 1936,"Natural gas, forced air",Central air,1 Parking space,"3,850 sqft",$258 price/sqft,https://www.zillow.com/homedetails/517-Bigelow-St-Pittsburgh-PA-15207/11545076_zpid/,15207
203,"$329,250",4,3,--,"629 Blanton St,Pittsburgh, PA 15207",Last Sale,Single family residence,Built in 1912,Natural gas,Electric,Open parking,"1,921 sqft",,https://www.zillow.com/homedetails/629-Blanton-St-Pittsburgh-PA-15207/11540269_zpid/,15207
